Glove-6B-300-LR,0.8294,0.6534092426300049,0.0060007572174072266
Glove-6B-300-LR-T,0.9268081420528367,0.5787534713745117,0.0019974708557128906
Glove-Twitter-27B-200-LR,0.8228,1.4791200160980225,0.003998517990112305
Glove-Twitter-27B-200-LR-T,0.9359029883066262,0.5430715084075928,0.0009951591491699219
Glove-42B-300-LR,0.8472,1.5053787231445312,0.006000518798828125
Glove-42B-300-LR-T,0.9363360762234734,0.6816530227661133,0.001999378204345703
Glove-840B-300-LR,0.8502,1.798004388809204,0.004999637603759766
Glove-840B-300-LR-T,0.9389346037245561,0.5811691284179688,0.003009319305419922
w2v-Google-300-LR,0.8418,0.7329502105712891,0.00500035285949707
w2v-Google-300-LR-T,0.9380684278908619,0.26999688148498535,0.0049991607666015625
Glove.6B-50,0.9159809441316588,0.30499935150146484,0.0009989738464355469
Glove.6B-100,0.9263750541359896,0.35001659393310547,0.0009975433349609375
Glove.6B-200,0.9281074058033781,0.6839783191680908,0.0019714832305908203
Glove.6B-300,0.9268081420528367,0.6490063667297363,0.0030059814453125
