w2v,CBOW,50,5,1,0,0.8034,0.8852076530456543,0.005000114440917969
w2v,CBOW,50,5,4,0,0.8036,0.6111338138580322,0.002999544143676758
w2v,CBOW,50,5,7,0,0.8062,0.7046890258789062,0.0039980411529541016
w2v,CBOW,50,10,1,0,0.8216,0.49265122413635254,0.003997087478637695
w2v,CBOW,50,10,4,0,0.8208,0.5721726417541504,0.002996206283569336
w2v,CBOW,50,10,7,0,0.82,0.628084659576416,0.004999637603759766
w2v,CBOW,50,15,1,0,0.8296,0.5708999633789062,0.003000497817993164
w2v,CBOW,50,15,4,0,0.8288,0.5358657836914062,0.002997159957885742
w2v,CBOW,50,15,7,0,0.8294,0.5046355724334717,0.0029964447021484375
w2v,CBOW,100,5,1,0,0.8226,0.958202600479126,0.005998134613037109
w2v,CBOW,100,5,4,0,0.8272,0.8478400707244873,0.00400090217590332
w2v,CBOW,100,5,7,0,0.8264,0.7621774673461914,0.003998517990112305
w2v,CBOW,100,10,1,0,0.8342,1.1092615127563477,0.003996849060058594
w2v,CBOW,100,10,4,0,0.832,0.9310023784637451,0.003999948501586914
w2v,CBOW,100,10,7,0,0.836,0.8863184452056885,0.003999233245849609
w2v,CBOW,100,15,1,0,0.841,0.8874785900115967,0.004993915557861328
w2v,CBOW,100,15,4,0,0.8434,1.018458604812622,0.00499725341796875
w2v,CBOW,100,15,7,0,0.84,0.903386116027832,0.003997087478637695
w2v,CBOW,150,5,1,0,0.834,1.2296128273010254,0.006998538970947266
w2v,CBOW,150,5,4,0,0.8326,1.952305555343628,0.0059986114501953125
w2v,CBOW,150,5,7,0,0.832,1.3771331310272217,0.0069942474365234375
w2v,CBOW,150,10,1,0,0.8386,2.8974075317382812,0.010002613067626953
w2v,CBOW,150,10,4,0,0.8418,3.2676615715026855,0.012003183364868164
w2v,CBOW,150,10,7,0,0.841,2.764244318008423,0.00900721549987793
w2v,CBOW,150,15,1,0,0.8452,3.210251569747925,0.0069997310638427734
w2v,CBOW,150,15,4,0,0.8468,2.9806082248687744,0.009004592895507812
w2v,CBOW,150,15,7,0,0.844,3.335103750228882,0.010003089904785156
w2v,CBOW,300,5,1,0,0.834,3.786402463912964,0.01500391960144043
w2v,CBOW,300,5,4,0,0.8328,3.5781569480895996,0.018000364303588867
w2v,CBOW,300,5,7,0,0.8332,4.344650745391846,0.017989635467529297
w2v,CBOW,300,10,1,0,0.8386,5.321743011474609,0.01699972152709961
w2v,CBOW,300,10,4,0,0.841,4.827918291091919,0.01399993896484375
w2v,CBOW,300,10,7,0,0.8384,5.085311651229858,0.011997461318969727
w2v,CBOW,300,15,1,0,0.844,5.100750923156738,0.010997295379638672
w2v,CBOW,300,15,4,0,0.843,5.389240026473999,0.015998363494873047
w2v,CBOW,300,15,7,0,0.8452,5.101887226104736,0.018000125885009766
w2v,CBOW,500,5,1,0,0.8306,5.2585954666137695,0.022000789642333984
w2v,CBOW,500,5,4,0,0.8342,6.6721718311309814,0.023000001907348633
w2v,CBOW,500,5,7,0,0.832,7.462478160858154,0.027996540069580078
w2v,CBOW,500,10,1,0,0.84,8.089731454849243,0.026001930236816406
w2v,CBOW,500,10,4,0,0.8368,6.946501731872559,0.025999784469604492
w2v,CBOW,500,10,7,0,0.841,7.6933441162109375,0.026995182037353516
w2v,CBOW,500,15,1,0,0.8432,8.327953338623047,0.030002117156982422
w2v,CBOW,500,15,4,0,0.8462,8.439224481582642,0.025498151779174805
w2v,CBOW,500,15,7,0,0.8456,8.316855430603027,0.027522802352905273
w2v,CBOW,50,5,1,1,0.8112,1.2869155406951904,0.006998777389526367
w2v,CBOW,50,5,4,1,0.8082,0.7480056285858154,0.0029952526092529297
w2v,CBOW,50,5,7,1,0.8104,0.5025601387023926,0.004998445510864258
w2v,CBOW,50,10,1,1,0.8272,0.6090025901794434,0.0059757232666015625
w2v,CBOW,50,10,4,1,0.8208,0.7258360385894775,0.004548788070678711
w2v,CBOW,50,10,7,1,0.8204,0.6655118465423584,0.004001617431640625
w2v,CBOW,50,15,1,1,0.8322,0.7536520957946777,0.0040013790130615234
w2v,CBOW,50,15,4,1,0.8294,0.5262284278869629,0.003998756408691406
w2v,CBOW,50,15,7,1,0.8308,0.6561007499694824,0.003998994827270508
w2v,CBOW,100,5,1,1,0.8364,1.5755820274353027,0.004999399185180664
w2v,CBOW,100,5,4,1,0.8314,1.2455708980560303,0.010996580123901367
w2v,CBOW,100,5,7,1,0.8378,1.2182345390319824,0.007521152496337891
w2v,CBOW,100,10,1,1,0.8368,1.3594169616699219,0.005996227264404297
w2v,CBOW,100,10,4,1,0.839,1.0495479106903076,0.006999969482421875
w2v,CBOW,100,10,7,1,0.8418,1.1233224868774414,0.005995750427246094
w2v,CBOW,100,15,1,1,0.8462,1.3293225765228271,0.005998373031616211
w2v,CBOW,100,15,4,1,0.8418,0.8591201305389404,0.0070264339447021484
w2v,CBOW,100,15,7,1,0.8468,1.2017364501953125,0.00699615478515625
w2v,CBOW,150,5,1,1,0.8422,2.4375157356262207,0.010997295379638672
w2v,CBOW,150,5,4,1,0.8418,3.110017776489258,0.015999555587768555
w2v,CBOW,150,5,7,1,0.8442,2.2585158348083496,0.011003494262695312
w2v,CBOW,150,10,1,1,0.8472,2.785689115524292,0.007000446319580078
w2v,CBOW,150,10,4,1,0.845,2.7462048530578613,0.0069997310638427734
w2v,CBOW,150,10,7,1,0.8462,2.7577295303344727,0.0069980621337890625
w2v,CBOW,150,15,1,1,0.8494,3.2231602668762207,0.008520364761352539
w2v,CBOW,150,15,4,1,0.847,3.0636043548583984,0.008999109268188477
w2v,CBOW,150,15,7,1,0.8486,2.819206953048706,0.011004447937011719
w2v,CBOW,300,5,1,1,0.841,4.497540473937988,0.01199960708618164
w2v,CBOW,300,5,4,1,0.8434,3.871654748916626,0.013997793197631836
w2v,CBOW,300,5,7,1,0.8418,3.5475692749023438,0.01600050926208496
w2v,CBOW,300,10,1,1,0.8474,4.765188455581665,0.013003110885620117
w2v,CBOW,300,10,4,1,0.8492,4.979993104934692,0.013004064559936523
w2v,CBOW,300,10,7,1,0.8464,4.214277982711792,0.015002727508544922
w2v,CBOW,300,15,1,1,0.8494,5.079509496688843,0.012992382049560547
w2v,CBOW,300,15,4,1,0.849,4.690784931182861,0.01300048828125
w2v,CBOW,300,15,7,1,0.8492,4.632066249847412,0.013997554779052734
w2v,CBOW,500,5,1,1,0.8404,7.147510766983032,0.026003122329711914
w2v,CBOW,500,5,4,1,0.843,5.240067958831787,0.01999807357788086
w2v,CBOW,500,5,7,1,0.8416,4.860008001327515,0.025007247924804688
w2v,CBOW,500,10,1,1,0.8448,6.667558908462524,0.02100372314453125
w2v,CBOW,500,10,4,1,0.8494,6.060102224349976,0.025019407272338867
w2v,CBOW,500,10,7,1,0.8438,6.84997034072876,0.01801466941833496
w2v,CBOW,500,15,1,1,0.8498,8.146803379058838,0.02100205421447754
w2v,CBOW,500,15,4,1,0.8516,7.81607460975647,0.023000001907348633
w2v,CBOW,500,15,7,1,0.8494,7.7644689083099365,0.0275266170501709
w2v,SKIP_GRAM,50,5,1,0,0.8416,0.30701518058776855,0.005001544952392578
w2v,SKIP_GRAM,50,5,4,0,0.8376,0.27405238151550293,0.008516073226928711
w2v,SKIP_GRAM,50,5,7,0,0.842,0.37807297706604004,0.002996206283569336
w2v,SKIP_GRAM,50,10,1,0,0.8574,0.23361778259277344,0.0040035247802734375
w2v,SKIP_GRAM,50,10,4,0,0.8514,0.5742752552032471,0.004996538162231445
w2v,SKIP_GRAM,50,10,7,0,0.856,0.5018806457519531,0.003997802734375
w2v,SKIP_GRAM,50,15,1,0,0.8616,0.6511871814727783,0.0060062408447265625
w2v,SKIP_GRAM,50,15,4,0,0.8606,0.4590601921081543,0.003996610641479492
w2v,SKIP_GRAM,50,15,7,0,0.8596,0.36589813232421875,0.0039997100830078125
w2v,SKIP_GRAM,100,5,1,0,0.8514,0.4011499881744385,0.005998134613037109
w2v,SKIP_GRAM,100,5,4,0,0.8512,0.5407333374023438,0.008004188537597656
w2v,SKIP_GRAM,100,5,7,0,0.8538,0.8521006107330322,0.005002021789550781
w2v,SKIP_GRAM,100,10,1,0,0.8634,0.5467736721038818,0.009998321533203125
w2v,SKIP_GRAM,100,10,4,0,0.864,0.5511767864227295,0.003997325897216797
w2v,SKIP_GRAM,100,10,7,0,0.8636,0.5242302417755127,0.003997087478637695
w2v,SKIP_GRAM,100,15,1,0,0.8666,0.5295333862304688,0.0029990673065185547
w2v,SKIP_GRAM,100,15,4,0,0.867,0.41886377334594727,0.003995418548583984
w2v,SKIP_GRAM,100,15,7,0,0.8624,0.40053296089172363,0.003998279571533203
w2v,SKIP_GRAM,150,5,1,0,0.8562,0.31400132179260254,0.005002260208129883
w2v,SKIP_GRAM,150,5,4,0,0.857,0.2669682502746582,0.003999471664428711
w2v,SKIP_GRAM,150,5,7,0,0.8568,0.6374399662017822,0.004996299743652344
w2v,SKIP_GRAM,150,10,1,0,0.864,0.3424348831176758,0.0055043697357177734
w2v,SKIP_GRAM,150,10,4,0,0.8644,0.4800148010253906,0.004993915557861328
w2v,SKIP_GRAM,150,10,7,0,0.8626,0.4942338466644287,0.004994630813598633
w2v,SKIP_GRAM,150,15,1,0,0.8688,0.4965248107910156,0.004995822906494141
w2v,SKIP_GRAM,150,15,4,0,0.868,0.4790375232696533,0.004998922348022461
w2v,SKIP_GRAM,150,15,7,0,0.8694,0.3710010051727295,0.004998207092285156
w2v,SKIP_GRAM,300,5,1,0,0.856,0.9481236934661865,0.008001327514648438
w2v,SKIP_GRAM,300,5,4,0,0.8592,0.35591697692871094,0.007700204849243164
w2v,SKIP_GRAM,300,5,7,0,0.8622,0.7850034236907959,0.007997512817382812
w2v,SKIP_GRAM,300,10,1,0,0.8682,0.4195897579193115,0.007998466491699219
w2v,SKIP_GRAM,300,10,4,0,0.8664,1.0009167194366455,0.00800013542175293
w2v,SKIP_GRAM,300,10,7,0,0.8686,0.7575955390930176,0.006998777389526367
w2v,SKIP_GRAM,300,15,1,0,0.8698,1.2638664245605469,0.017999887466430664
w2v,SKIP_GRAM,300,15,4,0,0.8712,1.442563533782959,0.01099848747253418
w2v,SKIP_GRAM,300,15,7,0,0.8678,1.1109633445739746,0.012001276016235352
w2v,SKIP_GRAM,500,5,1,0,0.8592,1.0908451080322266,0.015003681182861328
w2v,SKIP_GRAM,500,5,4,0,0.8582,1.2803044319152832,0.013996601104736328
w2v,SKIP_GRAM,500,5,7,0,0.8578,1.901341199874878,0.014999151229858398
w2v,SKIP_GRAM,500,10,1,0,0.8708,0.9512321949005127,0.015999317169189453
w2v,SKIP_GRAM,500,10,4,0,0.8676,1.5057010650634766,0.01600337028503418
w2v,SKIP_GRAM,500,10,7,0,0.8688,1.011969804763794,0.016994237899780273
w2v,SKIP_GRAM,500,15,1,0,0.8688,1.5020766258239746,0.017998218536376953
w2v,SKIP_GRAM,500,15,4,0,0.8732,1.4163305759429932,0.013999223709106445
w2v,SKIP_GRAM,500,15,7,0,0.87,2.41524076461792,0.017012596130371094
w2v,SKIP_GRAM,50,5,1,1,0.8384,0.3280200958251953,0.0049991607666015625
w2v,SKIP_GRAM,50,5,4,1,0.8404,0.22704195976257324,0.003996372222900391
w2v,SKIP_GRAM,50,5,7,1,0.8372,0.21459746360778809,0.0040035247802734375
